,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
21011,15796000,249000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2320,51.4016482,4.7624885,2010.0,53.0,,1.0,1.0,INSTALLED,0,0,1,6.0,0,0.0,0,1,GOOD,,A,GAS,1,,,left_only
21033,37392000,249000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0592642,3.7268449,1967.0,64.0,,,1.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,107.0,B,GAS,1,770.0,,left_only
21035,78439000,249000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0734453,3.712818,1965.0,66.0,,,2.0,SEMI_EQUIPPED,0,0,1,2.0,0,0.0,0,0,GOOD,328.0,D,GAS,1,,,left_only
21054,54344000,249000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1630,,,1971.0,98.0,,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,226.0,C,FUELOIL,1,1410.0,,left_only
21072,21665000,249000.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3800,50.8150168,5.1781457,1968.0,210.0,,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,366.0,D,GAS,1,1159.0,,left_only
21077,33134000,249000.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3980,51.0682095,5.1268782,1979.0,116.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,,0,0.0,0,0,AS_NEW,145.0,B,FUELOIL,1,805.0,,left_only
21096,18179000,249000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.3183382,3.1391912,2007.0,49.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,115.0,B,MISSING,1,696.0,,left_only
21122,68225000,249000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2211232,2.8917504,1981.0,76.0,,3.0,2.0,MISSING,0,0,1,16.0,0,0.0,0,0,GOOD,229.0,C,GAS,1,1142.0,,left_only
21138,74364000,249000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8434,51.1593186,2.763639,2023.0,62.0,,2.0,1.0,INSTALLED,0,0,1,24.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
21155,56466000,249000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1156805,2.6456446,2015.0,,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,93.0,A,MISSING,0,,,left_only
21159,51802000,249000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1200498,2.6437777,1972.0,,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,399.0,D,MISSING,1,,,left_only
21161,45678000,249000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1317571,2.6708717,2019.0,62.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,65.0,A,GAS,1,,,left_only
21229,47818000,249000.0,APARTMENT,DUPLEX,Wallonia,Hainaut,Charleroi,6044,50.447627,4.3805647,2023.0,140.0,,3.0,2.0,INSTALLED,0,0,1,27.0,0,0.0,0,1,AS_NEW,82.0,A,GAS,1,,,left_only
21232,52816000,249000.0,APARTMENT,DUPLEX,Wallonia,Namur,Dinant,5500,50.2340362,4.9169434,1900.0,260.0,,2.0,8.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,170.0,B,GAS,1,,,left_only
21239,78840000,249000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8301,51.3400904,3.2307294,,,,1.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,GAS,0,,,left_only
21241,9303000,249000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8301,51.3405371,3.2617652,1959.0,30.0,,,0.0,MISSING,0,0,0,0.0,0,0.0,0,0,AS_NEW,85.0,A,MISSING,0,,,left_only
21246,36021000,249000.0,APARTMENT,GROUND_FLOOR,Brussels-Capital,Brussels,Brussels,1030,50.8694309,4.3835492,1929.0,74.0,,2.0,1.0,INSTALLED,0,0,0,0.0,1,38.0,0,1,GOOD,312.0,F,GAS,1,,,left_only
21268,11802000,249000.0,APARTMENT,GROUND_FLOOR,Flanders,Flemish Brabant,Halle-Vilvoorde,1830,50.9159749,4.4396332,,,,2.0,1.0,MISSING,0,0,0,0.0,1,30.0,0,0,GOOD,,B,GAS,0,635.0,,left_only
21275,42465000,249000.0,APARTMENT,GROUND_FLOOR,Wallonia,Hainaut,Mons,7000,50.4500736,3.9503913,,129.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,254.0,C,ELECTRIC,0,1763.0,,left_only
21280,27998000,249000.0,APARTMENT,KOT,Flanders,Flemish Brabant,Leuven,3000,50.8717658,4.6997078,,23.0,,2.0,1.0,MISSING,1,0,0,0.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
21309,43651000,249000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Charleroi,6200,50.4044244,4.5229078,,719.0,758.0,2.0,4.0,NOT_INSTALLED,0,1,0,0.0,1,308.0,0,0,TO_RENOVATE,617.0,G,MISSING,0,3718.0,,left_only
21338,62126000,249000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2100,51.221051,4.458197,,124.0,134.0,2.0,2.0,SEMI_EQUIPPED,0,1,1,28.0,0,0.0,0,0,GOOD,382.0,D,GAS,1,252.0,,left_only
21344,58208000,249000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2140,51.2126978,4.4425255,,165.0,93.0,2.0,3.0,INSTALLED,0,0,1,6.0,0,0.0,0,1,TO_BE_DONE_UP,328.0,D,GAS,0,523.0,,left_only
21381,56028000,249000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2360,51.3180874,4.9851924,,109.0,295.0,2.0,3.0,NOT_INSTALLED,0,1,0,0.0,1,,0,0,TO_BE_DONE_UP,837.0,F,FUELOIL,1,,,left_only
21387,13744000,249000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2440,51.1391924,4.939951,1960.0,156.0,932.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,483.0,E,GAS,0,644.0,,left_only
21395,70553000,249000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9300,50.9409229,4.0200401,1950.0,129.0,114.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,558.0,F,ELECTRIC,1,580.0,,left_only
21400,40113000,249000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9320,50.914519,4.0288585,,130.0,190.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,333.0,D,GAS,1,,,left_only
21440,75815000,249000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9032,51.0885522,3.7149168,,122.0,108.0,2.0,3.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,467.0,E,MISSING,0,,,left_only
21444,38663000,249000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9070,51.0518421,3.757218,,132.0,100.0,2.0,3.0,MISSING,0,0,1,,0,0.0,0,0,MISSING,547.0,F,GAS,0,495.0,,left_only
21471,27059000,249000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3000,50.8818122,4.6942578,,44.0,0.0,,1.0,MISSING,1,0,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,575.0,F,MISSING,0,,,left_only
21510,21391000,249000.0,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3680,51.0955732,5.7881805,1850.0,150.0,0.0,2.0,3.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,0,TO_BE_DONE_UP,497.0,E,GAS,1,601.0,,left_only
21515,75471000,249000.0,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3920,51.2436959,5.3358036,1980.0,165.0,697.0,4.0,2.0,SEMI_EQUIPPED,0,1,0,0.0,1,,0,1,TO_BE_DONE_UP,538.0,F,FUELOIL,1,,,left_only
21548,55769000,249000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8530,,,1959.0,165.0,388.0,2.0,3.0,MISSING,0,0,0,0.0,1,277.0,0,0,GOOD,316.0,D,GAS,1,448.0,,left_only
21576,72739000,249000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6041,50.4670593,4.4287351,,260.0,537.0,2.0,6.0,INSTALLED,0,0,1,,0,0.0,0,1,GOOD,292.0,D,GAS,1,553.0,,left_only
21581,70244000,249000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6141,,,,200.0,406.0,2.0,5.0,USA_INSTALLED,0,0,1,75.0,1,200.0,0,0,GOOD,286.0,D,FUELOIL,1,,,left_only
21586,45875000,249000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6220,50.4454354,4.5184175,,168.0,570.0,3.0,3.0,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,,D,FUELOIL,0,,,left_only
21591,60866000,249000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7301,50.4038032,3.8142874,,297.0,454.0,3.0,5.0,USA_HYPER_EQUIPPED,0,0,1,43.0,0,0.0,0,1,GOOD,253.0,C,GAS,1,,,left_only
21597,49134000,249000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,50.7444429,3.20278,,438.0,0.0,,4.0,MISSING,0,1,0,0.0,0,0.0,0,1,AS_NEW,253.0,C,GAS,1,,,left_only
21628,39422000,249000.0,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7900,50.5969655,3.6121722,1949.0,190.0,435.0,3.0,3.0,SEMI_EQUIPPED,0,1,1,,0,0.0,0,0,GOOD,363.0,E,GAS,1,,,left_only
21687,23179000,249000.0,HOUSE,HOUSE,Wallonia,Liège,Waremme,4300,50.7003279,5.257085,1950.0,214.0,1386.0,2.0,4.0,USA_SEMI_EQUIPPED,0,0,1,16.0,1,979.0,0,0,GOOD,395.0,E,FUELOIL,1,,,left_only
21709,17718000,249000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6860,49.8013941,5.4648341,,227.0,823.0,3.0,5.0,INSTALLED,0,1,1,40.0,1,746.0,0,0,MISSING,208.0,E,FUELOIL,1,360.0,,left_only
21717,40915000,249000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6810,49.6923772,5.4145746,2023.0,145.0,443.0,2.0,3.0,INSTALLED,0,0,1,,0,0.0,0,0,AS_NEW,,B,GAS,1,,,left_only
21721,52876000,249000.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5530,50.3256112,4.8840995,,85.0,376.0,3.0,2.0,INSTALLED,0,0,1,17.0,0,0.0,0,0,AS_NEW,125.0,B,MISSING,1,695.0,,left_only
21724,21486000,249000.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5570,50.1507947,4.91093,,200.0,933.0,3.0,4.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,550.0,G,MISSING,0,741.0,,left_only
21733,22601000,249000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5100,50.4615711,4.8798555,1933.0,150.0,237.0,2.0,4.0,NOT_INSTALLED,0,0,1,20.0,1,121.0,0,0,GOOD,494.0,F,GAS,1,743.0,,left_only
21777,53279000,249000.0,HOUSE,MIXED_USE_BUILDING,Wallonia,Hainaut,Mouscron,7700,50.7436376,3.2173163,,111.0,0.0,,3.0,MISSING,0,1,0,0.0,0,0.0,0,1,MISSING,379.0,E,GAS,1,2635.0,,left_only
21814,55024000,249500.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,50.8485378,4.3341932,2008.0,90.0,,2.0,2.0,USA_INSTALLED,0,0,0,0.0,0,0.0,0,0,AS_NEW,225.0,E,GAS,1,814.0,,left_only
21842,49836000,249500.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,,,,151.0,,,2.0,INSTALLED,0,0,1,42.0,0,0.0,0,1,AS_NEW,207.0,C,ELECTRIC,0,,,left_only
21851,48938000,249500.0,APARTMENT,GROUND_FLOOR,Wallonia,Liège,Liège,4920,50.4730322,5.6691285,2023.0,77.0,,,2.0,MISSING,0,0,1,10.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
21921,13273000,249900.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4100,50.5975239,5.5283697,,130.0,330.0,3.0,3.0,INSTALLED,0,0,1,66.0,1,100.0,0,0,TO_BE_DONE_UP,292.0,D,GAS,1,679.0,,left_only
21955,49021000,250000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,,,1971.0,70.0,,2.0,1.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,JUST_RENOVATED,148.0,C,GAS,1,893.0,,left_only
21967,18970000,250000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1060,50.8322858,4.3428153,1926.0,55.0,,2.0,1.0,USA_SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,214.0,E,GAS,1,,,left_only
21986,31119000,250000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,50.8695616,4.3959065,1963.0,82.0,,2.0,2.0,USA_INSTALLED,0,0,1,4.0,0,0.0,0,1,TO_BE_DONE_UP,339.0,F,GAS,1,,,left_only
22006,63709000,250000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2216149,4.40046,,72.0,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,175.0,B,MISSING,0,,,left_only
22038,31729000,250000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0622131,3.7350336,2021.0,50.0,,4.0,1.0,INSTALLED,0,0,1,3.0,0,0.0,0,1,AS_NEW,40.0,A,GAS,0,731.0,,left_only
22050,36055000,250000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Oudenaarde,9700,50.85165,3.6032903,,123.0,,2.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,175.0,B,MISSING,0,,,left_only
22083,32274000,250000.0,APARTMENT,APARTMENT,Flanders,Limburg,Maaseik,3960,51.1433651,5.6002735,,,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
22096,21507000,250000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8820,51.0677514,3.086166,2023.0,,,,2.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,40.0,A+,MISSING,0,,,left_only
22097,77638000,250000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8267278,3.271899,,63.0,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
22101,49639000,250000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2220821,2.9082129,,73.0,,,2.0,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
22106,11206000,250000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8450,51.2338206,2.9724951,2024.0,82.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,1,GOOD,,MISSING,MISSING,1,,,left_only
22121,482000,250000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7060,50.5697537,4.0710774,,99.0,,4.0,2.0,INSTALLED,0,1,1,11.0,0,0.0,0,0,MISSING,90.0,B,MISSING,1,1.0,,left_only
22136,46987000,250000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4607,50.7425715,5.7335037,2011.0,100.0,,2.0,2.0,INSTALLED,0,1,1,6.0,0,0.0,0,1,AS_NEW,69.0,A,MISSING,1,861.0,,left_only
22140,43488000,250000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4870,,,2024.0,76.0,,4.0,2.0,INSTALLED,0,1,1,10.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
22146,13658000,250000.0,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4731,50.6921704,6.0834561,,73.0,,,1.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,MISSING,,A,ELECTRIC,1,,,left_only
22154,5738000,250000.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Arlon,6700,,,2002.0,100.0,,2.0,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,199.0,C,ELECTRIC,0,1129.0,,left_only
22157,72141000,250000.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Neufchâteau,6800,49.9189507,5.3748535,2000.0,125.0,,,5.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,249.0,C,ELECTRIC,1,1094.0,,left_only
22164,25845000,250000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4700353,4.9979224,2023.0,104.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,14.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
22190,53196000,250000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1300,50.7241661,4.6099165,,90.0,,,2.0,MISSING,0,1,1,9.0,0,0.0,0,1,MISSING,127.0,B,MISSING,0,,,left_only
22192,4621000,250000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1310,,,,110.0,,2.0,2.0,NOT_INSTALLED,0,0,1,30.0,1,310.0,0,0,TO_RENOVATE,325.0,D,MISSING,1,1338.0,,left_only
22217,58441000,250000.0,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2170,51.2392049,4.4424615,,89.0,,3.0,2.0,INSTALLED,0,1,1,,1,34.0,0,0,JUST_RENOVATED,209.0,C,GAS,1,,,left_only
22291,7646000,250000.0,HOUSE,HOUSE,Flanders,East Flanders,Eeklo,9060,51.207288,3.806913,1963.0,180.0,153.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,396.0,D,GAS,1,1336.0,,left_only
22298,35269000,250000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9890,50.9099075,3.6456113,1963.0,210.0,359.0,3.0,6.0,MISSING,0,0,1,,0,0.0,0,0,TO_RENOVATE,605.0,F,GAS,1,,,left_only
22321,30535000,250000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3300,50.8150887,4.9373084,1960.0,109.0,302.0,3.0,3.0,MISSING,0,0,0,0.0,1,302.0,0,0,MISSING,474.0,E,GAS,0,847.0,,left_only
22328,7076000,250000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3970,51.129863,5.2598632,2023.0,145.0,419.0,3.0,3.0,INSTALLED,0,1,0,0.0,1,227.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
22438,19071000,250000.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5370,50.3821609,5.2520905,,130.0,516.0,3.0,3.0,MISSING,0,0,1,6.0,1,516.0,0,0,GOOD,375.0,E,FUELOIL,1,699.0,,left_only
22455,75330000,250000.0,HOUSE,HOUSE,Wallonia,Namur,Philippeville,5630,50.2241833,4.4193287,,218.0,3264.0,4.0,4.0,MISSING,0,0,1,8.0,1,3108.0,0,1,GOOD,248.0,C,FUELOIL,1,,,left_only
22463,45921000,250000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1400,50.589123,4.3335595,,110.0,220.0,2.0,3.0,MISSING,0,0,1,,0,0.0,0,1,MISSING,383.0,E,GAS,1,1167.0,,left_only
22464,56278000,250000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1400,50.5916221,4.3131551,1970.0,159.0,780.0,4.0,4.0,NOT_INSTALLED,0,1,0,0.0,1,600.0,0,1,TO_RENOVATE,577.0,G,MISSING,0,574.0,,left_only
22484,67841000,250000.0,HOUSE,MIXED_USE_BUILDING,Flanders,East Flanders,Aalst,9500,50.816748,3.8831397,1996.0,55.0,1380.0,4.0,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,433.0,E,GAS,1,344.0,,left_only
22496,5220000,250000.0,HOUSE,MIXED_USE_BUILDING,Wallonia,Hainaut,Thuin,7134,50.4329629,4.1449907,,300.0,0.0,2.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,282.0,D,GAS,1,1101.0,,left_only
22504,37672000,250000.0,HOUSE,TOWN_HOUSE,Wallonia,Liège,Liège,4620,50.6176589,5.6859428,1957.0,,261.0,3.0,2.0,INSTALLED,0,0,1,4.0,1,160.0,0,0,GOOD,380.0,E,FUELOIL,1,617.0,,left_only
22550,31694000,251000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3440,50.8335291,5.1026475,2022.0,81.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,7.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,1,,,left_only
22563,18759000,251000.0,APARTMENT,GROUND_FLOOR,Wallonia,Liège,Liège,4100,50.562332,5.54867,2023.0,74.0,,3.0,1.0,MISSING,0,0,1,16.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
22572,35652000,251250.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8210,51.1045154,3.1595129,2022.0,80.0,,,2.0,HYPER_EQUIPPED,0,0,1,7.0,0,0.0,0,0,GOOD,,MISSING,GAS,1,,,left_only
22578,19624000,251500.0,APARTMENT,APARTMENT,Flanders,East Flanders,Eeklo,9961,51.2590467,3.7182063,2023.0,87.0,,3.0,2.0,MISSING,0,0,1,8.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,1.0,,left_only
22591,14419000,251500.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Neufchâteau,6880,,,2023.0,81.0,,,1.0,MISSING,0,0,1,9.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
22641,7124000,252000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,50.4509679,4.8908498,,63.0,,,1.0,MISSING,0,0,1,5.0,0,0.0,0,1,MISSING,,B,GAS,1,,,left_only
22712,67814000,253000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6180,50.4515962,4.3689967,2023.0,130.0,,,3.0,HYPER_EQUIPPED,0,0,1,23.0,0,0.0,0,1,MISSING,,A,GAS,0,,,left_only
22721,18409000,253000.0,APARTMENT,GROUND_FLOOR,Flanders,West Flanders,Oostend,8450,51.2305879,2.9627828,2022.0,85.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,,A+,MISSING,0,,,left_only
22726,44522000,253500.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2480,51.2412272,5.1463596,2023.0,85.0,,3.0,1.0,HYPER_EQUIPPED,0,0,1,18.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,,,left_only
22733,36003000,253575.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2640,51.1728522,4.4665225,2024.0,54.0,,2.0,1.0,INSTALLED,0,0,1,11.0,0,0.0,0,0,MISSING,,MISSING,GAS,1,,,left_only
22745,27172000,254000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2110259,4.4056285,,60.0,,3.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,244.0,C,MISSING,1,496.0,,left_only
22749,9823000,254000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2294115,4.478656,1970.0,107.0,,3.0,2.0,USA_INSTALLED,0,0,1,14.0,0,0.0,0,1,GOOD,153.0,B,GAS,1,,,left_only
22774,67061000,254000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6764478,5.5453166,,86.0,,,2.0,INSTALLED,0,0,1,13.0,0,0.0,0,1,AS_NEW,,A,GAS,1,,,left_only
22814,60181000,254500.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9700,50.8672032,3.6457686,1971.0,222.0,414.0,3.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,406.0,E,MISSING,0,617.0,,left_only
22845,20366000,255000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1040,50.8344503,4.3957197,1936.0,70.0,,3.0,1.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,GOOD,384.0,G,GAS,1,,,left_only
22847,70237000,255000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8198037,4.3775254,1970.0,60.0,,2.0,1.0,INSTALLED,0,0,1,,0,0.0,0,1,GOOD,274.0,E,GAS,1,,,left_only
22857,63911000,255000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,,,1960.0,95.0,,3.0,2.0,MISSING,0,1,0,0.0,0,0.0,0,1,MISSING,216.0,E,MISSING,1,,,left_only
22905,62669000,255000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9051,51.0274241,3.696983,2024.0,60.0,,,1.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0,0,GOOD,20.0,A,MISSING,1,,,left_only
22928,27879000,255000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3270,50.9786519,4.9829495,,94.0,,,2.0,MISSING,0,0,1,12.0,0,0.0,0,0,GOOD,,MISSING,MISSING,0,,,left_only
22936,6363000,255000.0,APARTMENT,APARTMENT,Flanders,Limburg,Tongeren,3840,50.8014968,5.3433965,2023.0,70.0,,,1.0,INSTALLED,0,1,1,8.0,0,0.0,0,0,MISSING,,MISSING,GAS,1,,,left_only
22943,61048000,255000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2168197,2.9059343,2022.0,86.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,0.0,MISSING,MISSING,0,,,left_only
22977,30627000,255000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,,,,98.0,,4.0,2.0,INSTALLED,0,1,1,7.0,0,0.0,0,1,MISSING,90.0,B,MISSING,1,1.0,,left_only
23021,1363000,255000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,,,2024.0,90.0,,2.0,2.0,INSTALLED,0,0,1,14.0,0,0.0,0,1,MISSING,86.0,B,GAS,1,,,left_only
23050,71257000,255000.0,APARTMENT,FLAT_STUDIO,Wallonia,Walloon Brabant,Nivelles,1348,50.6690019,4.6056523,1975.0,52.0,,,0.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,316.0,D,MISSING,1,1010.0,,left_only
23102,75357000,255000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9050,51.0355607,3.7447702,1899.0,72.0,40.0,2.0,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,TO_BE_DONE_UP,465.0,E,ELECTRIC,1,290.0,,left_only
23111,55633000,255000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1770,50.8741126,4.0881563,1951.0,156.0,238.0,2.0,3.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,,MISSING,GAS,1,889.0,,left_only
